날짜	직업	등수	참가자	덱코드	대회코드	카드
2026-02-07	エルフ	7	15	3XKGQ	1478623	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP15-004': 2, 'BP16-007': 1, 'BP16-009': 2, 'BP17-001': 3, 'BP18-004': 3, 'BP18-007': 2, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 2, 'ECP02-004': 3, 'SP01-045': 2}
2026-02-07	ナイトメア	8	15	24DMG	1478623	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 2, 'BP11-069': 1, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 2, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 3, 'BP17-073': 3, 'BP17-081': 2}
2026-02-07	プリンセスコネクト！Re:Dive	1	13	34BVG	1476081	{'CP04-003': 3, 'CP04-018': 3, 'CP04-037': 2, 'CP04-039': 3, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-049': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-073': 1, 'CP04-091': 2, 'CP04-118': 3}
2026-02-07	ロイヤル	2	13	3DYCG	1476081	{'BP06-019': 3, 'BP07-022': 3, 'BP09-018': 3, 'BP11-018': 3, 'BP11-027': 3, 'BP11-031': 3, 'BP14-024': 3, 'BP15-023': 3, 'BP16-019': 3, 'BP16-031': 3, 'BP17-019': 3, 'BP18-023': 3, 'BP18-026': 2, 'SP01-010': 2}
2026-02-07	ドラゴン	3	13	2GVV8	1476081	{'BP10-068': 3, 'BP13-054': 3, 'BP13-059': 2, 'BP13-061': 2, 'BP13-067': 2, 'BP14-058': 3, 'BP17-055': 3, 'BP18-060': 3, 'BP18-062': 2, 'BP18-066': 2, 'BP18-070': 3, 'BP18-071': 2, 'SD04-002': 3, 'PR-492': 3, 'DSD01b-001': 1, 'DSD01b-003': 3}
2026-02-07	ナイトメア	4	13	4FGJU	1476081	{'BP02-069': 3, 'BP02-081': 3, 'BP09-069': 3, 'BP09-075': 3, 'BP09-078': 3, 'BP09-083': 3, 'BP12-079': 2, 'BP16-085': 3, 'BP17-074': 3, 'BP18-080': 3, 'BP18-084': 3, 'BP18-089': 3, 'BP18-092': 2, 'BP18-096': 3}
2026-02-07	ビショップ	5	13	64YQ4	1476081	{'BP05-098': 3, 'BP09-086': 3, 'BP10-107': 3, 'BP11-086': 3, 'BP11-095': 1, 'BP11-096': 3, 'BP11-099': 3, 'BP11-113': 1, 'BP12-086': 2, 'BP13-088': 3, 'BP13-091': 3, 'BP16-096': 3, 'CP03-115': 3, 'ECP01-053': 3, 'SP01-045': 3}
2026-02-07	ロイヤル	6	13	4DF1C	1476081	{'BP06-019': 3, 'BP06-024': 2, 'BP07-021': 1, 'BP07-022': 3, 'BP09-018': 3, 'BP11-018': 3, 'BP11-027': 3, 'BP11-031': 3, 'BP13-029': 3, 'BP14-024': 3, 'BP15-023': 3, 'BP16-019': 3, 'BP16-031': 1, 'BP17-019': 3, 'BP18-023': 3}
2026-02-07	ロイヤル	7	13	2YCRS	1476081	{'BP08-034': 2, 'BP15-021': 3, 'BP15-031': 3, 'BP18-020': 3, 'BP18-022': 3, 'BP18-024': 3, 'BP18-027': 3, 'BP18-028': 3, 'BP18-031': 3, 'BP18-032': 3, 'BP18-116': 1, 'BP18-117': 3, 'BP18-119': 2, 'BP18-120': 2, 'BP18-123': 2, 'BP18-126': 1}
2026-02-07	プリンセスコネクト！Re:Dive	8	13	6AB7W	1476081	{'CP04-001': 3, 'CP04-003': 3, 'CP04-019': 3, 'CP04-055': 3, 'CP04-057': 3, 'CP04-058': 3, 'CP04-059': 2, 'CP04-062': 3, 'CP04-063': 2, 'CP04-065': 1, 'CP04-066': 2, 'CP04-071': 1, 'CP04-079': 2, 'CP04-091': 3, 'CP04-112': 3, 'CP04-115': 3}
2026-02-07	ドラゴン	1	14	6XV94	1468202	{'BP10-068': 3, 'BP13-054': 3, 'BP13-059': 2, 'BP13-060': 1, 'BP13-061': 3, 'BP17-055': 3, 'BP17-062': 2, 'BP18-060': 3, 'BP18-066': 2, 'BP18-070': 3, 'BP18-071': 1, 'CP04-062': 3, 'SD04-002': 3, 'PR-492': 3, 'DSD01b-001': 2, 'DSD01b-003': 3}
2026-02-07	ドラゴン	2	14	4BDUE	1468202	{'BP02-062': 1, 'BP07-055': 3, 'BP10-054': 3, 'BP11-058': 3, 'BP11-059': 3, 'BP11-062': 3, 'BP11-066': 3, 'BP15-060': 3, 'BP15-074': 3, 'BP16-057': 3, 'BP16-067': 3, 'BP16-118': 3, 'BP18-061': 3, 'SD08-011': 3}
2026-02-07	ドラゴン	3	14	4JC58	1468202	{'BP02-062': 1, 'BP07-055': 3, 'BP10-054': 2, 'BP11-058': 3, 'BP11-059': 3, 'BP11-062': 3, 'BP11-066': 3, 'BP14-053': 2, 'BP15-060': 3, 'BP15-074': 3, 'BP16-057': 3, 'BP16-067': 2, 'BP16-118': 2, 'BP18-061': 2, 'SP01-026': 2, 'SD08-011': 3}
2026-02-07	ドラゴン	4	14	5GK9L	1468202	{'BP10-068': 3, 'BP13-054': 3, 'BP13-059': 2, 'BP13-061': 3, 'BP13-067': 2, 'BP16-056': 2, 'BP17-055': 3, 'BP17-062': 2, 'BP18-060': 3, 'BP18-066': 2, 'BP18-070': 3, 'BP18-071': 1, 'SD04-002': 3, 'PR-492': 3, 'DSD01b-001': 3, 'DSD01b-003': 3}
2026-02-07	プリンセスコネクト！Re:Dive	5	14	24KPQ	1468202	{'CP04-003': 3, 'CP04-018': 2, 'CP04-019': 3, 'CP04-036': 2, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 3, 'CP04-045': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-062': 3, 'CP04-118': 3}
2026-02-07	ドラゴン	6	14	2BF0W	1468202	{'BP02-062': 1, 'BP07-055': 3, 'BP10-054': 2, 'BP11-058': 3, 'BP11-059': 3, 'BP11-062': 2, 'BP11-066': 3, 'BP15-060': 3, 'BP15-074': 3, 'BP16-057': 3, 'BP16-067': 3, 'BP16-072': 2, 'BP16-118': 3, 'BP18-061': 2, 'SP01-026': 1, 'SD08-011': 3}
2026-02-07	プリンセスコネクト！Re:Dive	7	14	5BKVW	1468202	{'CP04-003': 2, 'CP04-019': 2, 'CP04-021': 2, 'CP04-031': 1, 'CP04-036': 1, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 3, 'CP04-045': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-062': 3, 'CP04-071': 1, 'CP04-090': 2, 'CP04-118': 2}
2026-02-07	プリンセスコネクト！Re:Dive	8	14	33754	1468202	{'CP04-003': 3, 'CP04-018': 3, 'CP04-019': 2, 'CP04-036': 2, 'CP04-037': 2, 'CP04-039': 3, 'CP04-041': 2, 'CP04-044': 2, 'CP04-045': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-062': 3, 'CP04-118': 3}
2026-02-07	ロイヤル	1	19	4B5QY	1448790	{'BP05-018': 3, 'BP05-025': 2, 'BP05-033': 3, 'BP05-034': 3, 'BP06-028': 3, 'BP07-022': 3, 'BP10-031': 2, 'BP11-018': 3, 'BP15-020': 3, 'BP15-024': 3, 'BP15-026': 3, 'BP15-028': 3, 'BP15-035': 3, 'BP15-113': 3}
2026-02-07	プリンセスコネクト！Re:Dive	2	19	7ZF3S	1448790	{'CP04-003': 3, 'CP04-018': 3, 'CP04-019': 2, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 3, 'CP04-045': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-062': 3, 'CP04-091': 2, 'CP04-118': 3}
2026-02-07	プリンセスコネクト！Re:Dive	3	19	59032	1448790	{'CP04-003': 2, 'CP04-018': 2, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 3, 'CP04-045': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-058': 1, 'CP04-062': 3, 'CP04-073': 2, 'CP04-091': 2, 'CP04-107': 1, 'CP04-118': 3}
2026-02-07	ドラゴン	4	19	587Q6	1448790	{'BP10-068': 3, 'BP13-054': 3, 'BP13-059': 2, 'BP13-060': 1, 'BP13-061': 3, 'BP13-067': 2, 'BP16-056': 1, 'BP17-055': 3, 'BP17-062': 2, 'BP18-060': 3, 'BP18-066': 2, 'BP18-070': 3, 'BP18-071': 2, 'SD04-002': 3, 'PR-492': 3, 'DSD01b-001': 1, 'DSD01b-003': 3}
2026-02-07	ドラゴン	5	19	15BT0	1448790	{'BP10-068': 3, 'BP13-054': 3, 'BP13-059': 2, 'BP13-060': 1, 'BP13-061': 3, 'BP13-067': 2, 'BP16-056': 1, 'BP17-055': 3, 'BP17-062': 2, 'BP18-060': 3, 'BP18-066': 2, 'BP18-070': 3, 'BP18-071': 1, 'SD04-002': 3, 'PR-492': 3, 'DSD01b-001': 3, 'DSD01b-003': 3}
2026-02-07	プリンセスコネクト！Re:Dive	6	19	2C7F6	1448790	{'CP04-003': 3, 'CP04-018': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 1, 'CP04-045': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-049': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-062': 3, 'CP04-073': 3, 'CP04-118': 3}
2026-02-07	ナイトメア	7	19	3Y6AQ	1448790	{'BP01-110': 1, 'BP03-076': 2, 'BP07-076': 3, 'BP11-069': 1, 'BP11-071': 3, 'BP11-074': 1, 'BP11-075': 3, 'BP11-076': 3, 'BP11-079': 1, 'BP12-071': 3, 'BP13-076': 1, 'BP13-077': 3, 'BP13-081': 1, 'BP14-070': 2, 'BP16-075': 3, 'BP16-078': 3, 'BP17-073': 3, 'BP17-081': 3}
2026-02-07	エルフ	8	19	213D6	1448790	{'BP01-015': 2, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP15-004': 2, 'BP16-007': 2, 'BP16-009': 2, 'BP17-001': 3, 'BP18-004': 3, 'BP18-007': 1, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 2, 'ECP02-004': 3, 'SP01-045': 3}
2026-02-07	プリンセスコネクト！Re:Dive	1	35	4BAY0	1472529	{'CP04-003': 3, 'CP04-018': 2, 'CP04-019': 2, 'CP04-037': 2, 'CP04-039': 3, 'CP04-041': 3, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-075': 2, 'CP04-118': 3}
2026-02-07	ドラゴン	2	35	5RLVY	1472529	{'BP02-062': 1, 'BP07-055': 3, 'BP10-054': 2, 'BP11-058': 3, 'BP11-059': 3, 'BP11-062': 2, 'BP11-066': 3, 'BP15-060': 3, 'BP15-074': 3, 'BP16-057': 3, 'BP16-067': 3, 'BP16-072': 2, 'BP16-118': 3, 'BP18-061': 2, 'SP01-026': 1, 'SD08-011': 3}
2026-02-07	ロイヤル	3	35	6LUFW	1472529	{'BP05-018': 3, 'BP05-033': 3, 'BP05-034': 3, 'BP06-028': 3, 'BP07-022': 3, 'BP10-031': 3, 'BP11-018': 3, 'BP11-024': 1, 'BP15-020': 3, 'BP15-024': 3, 'BP15-026': 3, 'BP15-035': 3, 'BP15-113': 3, 'CP03-040': 3}
2026-02-07	プリンセスコネクト！Re:Dive	4	35	ZKMQ	1472529	{'CP04-003': 3, 'CP04-018': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-041': 2, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-049': 2, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-073': 1, 'CP04-118': 3}
2026-02-07	プリンセスコネクト！Re:Dive	5	35	6MXDW	1472529	{'CP04-003': 3, 'CP04-018': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-041': 2, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-049': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-118': 3}
2026-02-07	ナイトメア	6	35	7LCR8	1472529	{'BP01-110': 1, 'BP07-076': 3, 'BP09-071': 2, 'BP11-071': 3, 'BP11-074': 3, 'BP11-076': 3, 'BP11-079': 3, 'BP12-071': 3, 'BP13-076': 2, 'BP13-077': 3, 'BP13-081': 1, 'BP14-070': 2, 'BP16-075': 3, 'BP16-078': 2, 'BP17-073': 3, 'CP03-093': 3}
2026-02-07	ナイトメア	7	35	YYU4	1472529	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 3, 'BP10-074': 1, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 3, 'BP11-076': 3, 'BP11-079': 2, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 2, 'BP17-073': 3, 'BP17-081': 2}
2026-02-07	エルフ	8	35	6F596	1472529	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP16-007': 2, 'BP16-009': 2, 'BP16-118': 2, 'BP17-001': 3, 'BP18-004': 3, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 2, 'ECP02-004': 3, 'SP01-045': 3}
2026-02-07	プリンセスコネクト！Re:Dive	1	10	2T3BJ	1471925	{'CP04-003': 3, 'CP04-018': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-041': 1, 'CP04-044': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-049': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-118': 3}
2026-02-07	ウマ娘 プリティーダービー	2	10	1AS58	1471925	{'CP01-016': 3, 'CP01-031': 3, 'CP01-034': 3, 'CP01-068': 3, 'CP01-070': 3, 'CP01-080': 3, 'ECP01-003': 2, 'ECP01-008': 3, 'ECP01-010': 3, 'ECP01-028': 3, 'ECP01-030': 2, 'ECP01-031': 2, 'ECP01-032': 3, 'ECP01-049': 3, 'ECP01-056': 3}
2026-02-07	エルフ	3	10	5YSJ0	1471925	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP15-004': 3, 'BP16-007': 1, 'BP16-009': 3, 'BP17-001': 3, 'BP18-004': 3, 'BP18-007': 2, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 2, 'ECP02-004': 3}
2026-02-07	ナイトメア	4	10	7RDGW	1471925	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 3, 'BP11-069': 1, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 1, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 3, 'BP17-073': 3, 'BP17-081': 2}
2026-02-07	ウィッチ	5	10	5FS7S	1471925	{'BP05-044': 3, 'BP07-048': 3, 'BP10-037': 3, 'BP10-043': 3, 'BP10-047': 3, 'BP12-050': 1, 'BP13-047': 3, 'BP14-036': 3, 'BP14-042': 3, 'BP14-043': 3, 'BP14-049': 3, 'BP14-115': 3, 'BP14-118': 3, 'BP16-040': 3}
2026-02-07	ナイトメア	6	10	344WA	1471925	{'BP06-084': 3, 'BP07-069': 3, 'BP07-072': 1, 'BP07-075': 3, 'BP07-076': 3, 'BP07-081': 2, 'BP07-116': 3, 'BP12-075': 2, 'BP12-079': 3, 'BP12-082': 3, 'BP17-076': 3, 'BP17-079': 2, 'BP17-080': 3, 'BP17-083': 3, 'BP17-113': 3}
2026-02-07	プリンセスコネクト！Re:Dive	7	10	50VLC	1471925	{'CP04-003': 3, 'CP04-018': 2, 'CP04-019': 3, 'CP04-036': 1, 'CP04-037': 2, 'CP04-039': 3, 'CP04-041': 3, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-118': 3}
2026-02-07	プリンセスコネクト！Re:Dive	8	10	425ES	1471925	{'CP04-005': 2, 'CP04-008': 3, 'CP04-019': 3, 'CP04-021': 2, 'CP04-036': 3, 'CP04-072': 3, 'CP04-091': 3, 'CP04-093': 3, 'CP04-095': 2, 'CP04-099': 3, 'CP04-102': 3, 'CP04-103': 3, 'CP04-105': 2, 'CP04-107': 2, 'CP04-108': 3}
2026-02-07	プリンセスコネクト！Re:Dive	1	23	44TVS	1472616	{'CP04-003': 1, 'CP04-019': 2, 'CP04-036': 2, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 2, 'CP04-055': 3, 'CP04-057': 2, 'CP04-058': 3, 'CP04-062': 3, 'CP04-113': 2, 'CP04-118': 3}
2026-02-07	プリンセスコネクト！Re:Dive	2	23	1P6Z8	1472616	{'CP04-001': 2, 'CP04-003': 3, 'CP04-018': 2, 'CP04-019': 3, 'CP04-039': 3, 'CP04-041': 2, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-091': 2, 'CP04-111': 1, 'CP04-118': 2}
2026-02-07	ロイヤル	3	23	1AUZJ	1472616	{'BP01-170': 3, 'BP07-018': 3, 'BP07-024': 3, 'BP07-028': 3, 'BP07-030': 3, 'BP07-033': 3, 'BP07-034': 3, 'BP07-112': 3, 'BP09-020': 3, 'BP12-103': 3, 'BP12-107': 3, 'BP17-020': 1, 'BP17-025': 3, 'BP17-031': 3}
2026-02-07	ドラゴン	4	23	5VD3L	1472616	{'BP02-062': 1, 'BP07-055': 3, 'BP10-054': 2, 'BP11-058': 3, 'BP11-059': 3, 'BP11-062': 3, 'BP11-066': 3, 'BP15-060': 3, 'BP15-074': 3, 'BP15-113': 2, 'BP16-057': 3, 'BP16-067': 3, 'BP16-072': 2, 'BP16-118': 2, 'BP18-061': 1, 'SD08-011': 3}
2026-02-07	ドラゴン	5	23	217Q6	1472616	{'BP02-062': 1, 'BP07-055': 3, 'BP10-054': 2, 'BP11-058': 3, 'BP11-059': 3, 'BP11-062': 3, 'BP11-066': 3, 'BP15-060': 3, 'BP15-074': 3, 'BP15-113': 2, 'BP16-057': 3, 'BP16-067': 3, 'BP16-072': 2, 'BP16-118': 2, 'BP18-061': 1, 'SD08-011': 3}
2026-02-07	ビショップ	6	23	1NGGC	1472616	{'BP07-086': 2, 'BP07-092': 3, 'BP07-094': 3, 'BP07-097': 3, 'BP07-101': 3, 'BP07-116': 3, 'BP12-086': 3, 'BP12-089': 2, 'BP12-091': 3, 'BP12-096': 3, 'BP17-098': 3, 'BP17-099': 2, 'BP17-106': 3, 'BP17-107': 2, 'BP17-113': 2}
2026-02-07	プリンセスコネクト！Re:Dive	7	23	4QSV0	1472616	{'CP04-001': 3, 'CP04-003': 3, 'CP04-018': 2, 'CP04-019': 2, 'CP04-037': 2, 'CP04-039': 3, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-091': 2, 'CP04-118': 3}
2026-02-07	ロイヤル	8	23	27JWN	1472616	{'BP05-025': 2, 'BP14-018': 3, 'BP14-022': 3, 'BP14-025': 3, 'BP14-026': 3, 'BP14-030': 3, 'BP14-034': 3, 'BP14-035': 3, 'BP14-115': 3, 'BP14-118': 3, 'BP16-022': 3, 'BP16-117': 3, 'BP16-118': 3, 'BP18-026': 2}
2026-02-07	プリンセスコネクト！Re:Dive	1	13	25R40	1452654	{'CP04-003': 3, 'CP04-018': 3, 'CP04-019': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-071': 1, 'CP04-073': 1, 'CP04-118': 3}
2026-02-07	ナイトメア	2	13	5HZJ2	1452654	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 2, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 1, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 2, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 3, 'BP17-073': 3, 'BP17-081': 2}
2026-02-07	プリンセスコネクト！Re:Dive	3	13	7S57N	1452654	{'CP04-003': 3, 'CP04-018': 3, 'CP04-019': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-041': 3, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-062': 3, 'CP04-067': 1, 'CP04-073': 1, 'CP04-118': 3}
2026-02-07	エルフ	4	13	46G1A	1452654	{'BP01-015': 2, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP15-004': 3, 'BP16-007': 2, 'BP16-009': 3, 'BP17-001': 3, 'BP18-004': 3, 'BP18-007': 2, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 2, 'ECP02-004': 3}
2026-02-07	エルフ	5	13	4M5QN	1452654	{'BP04-010': 2, 'BP05-109': 3, 'BP07-012': 1, 'BP10-005': 3, 'BP10-007': 3, 'BP10-009': 3, 'BP11-003': 3, 'BP13-001': 3, 'BP13-008': 1, 'BP15-004': 3, 'BP16-017': 3, 'BP17-001': 3, 'BP18-007': 2, 'BP18-019': 2, 'CP02-006': 2, 'ECP02-004': 3}
2026-02-07	ナイトメア	6	13	65456	1452654	{'BP01-110': 2, 'BP01-116': 2, 'BP03-076': 2, 'BP07-076': 2, 'BP09-071': 2, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 2, 'BP11-076': 3, 'BP12-071': 3, 'BP13-076': 2, 'BP13-077': 3, 'BP13-081': 1, 'BP14-070': 2, 'BP16-075': 3, 'BP16-078': 1, 'BP17-073': 3, 'BP17-081': 2}
2026-02-07	プリンセスコネクト！Re:Dive	7	13	368PW	1452654	{'CP04-003': 2, 'CP04-018': 2, 'CP04-019': 2, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 2, 'CP04-045': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 2, 'CP04-055': 3, 'CP04-058': 3, 'CP04-062': 3, 'CP04-091': 2, 'CP04-118': 2}
2026-02-07	プリンセスコネクト！Re:Dive	8	13	45V7A	1452654	{'CP04-003': 3, 'CP04-018': 2, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 3, 'CP04-045': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-062': 3, 'CP04-073': 2, 'CP04-091': 2, 'CP04-111': 1, 'CP04-118': 3}
2026-02-07	エルフ	1	9	51GEC	1446372	{'BP04-010': 3, 'BP05-014': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP11-105': 1, 'BP17-001': 3, 'BP18-004': 2, 'BP18-007': 3, 'BP18-017': 2, 'BP18-019': 2, 'CP02-006': 3, 'CP04-001': 3, 'ECP02-004': 3, 'SP01-045': 3}
2026-02-07	プリンセスコネクト！Re:Dive	2	9	6WW4S	1446372	{'CP04-018': 3, 'CP04-057': 3, 'CP04-058': 3, 'CP04-059': 3, 'CP04-063': 3, 'CP04-073': 3, 'CP04-076': 3, 'CP04-077': 3, 'CP04-081': 3, 'CP04-083': 3, 'CP04-084': 3, 'CP04-094': 1, 'CP04-113': 3, 'CP04-118': 3}
2026-02-07	ナイトメア	3	9	3LWTN	1446372	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 3, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 2, 'BP17-073': 3, 'BP17-081': 3}
2026-02-07	エルフ	4	9	6HP3G	1446372	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP15-004': 3, 'BP16-118': 3, 'BP17-001': 3, 'BP18-007': 2, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 3, 'ECP02-004': 3, 'SP01-045': 3}
2026-02-07	ナイトメア	5	9	3C4Y4	1446372	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 3, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 3, 'BP17-073': 3, 'BP17-081': 2}
2026-02-07	プリンセスコネクト！Re:Dive	6	9	5ZWWA	1446372	{'CP04-003': 3, 'CP04-019': 3, 'CP04-026': 2, 'CP04-053': 3, 'CP04-055': 3, 'CP04-057': 3, 'CP04-058': 3, 'CP04-059': 2, 'CP04-062': 3, 'CP04-063': 3, 'CP04-065': 1, 'CP04-066': 2, 'CP04-090': 3, 'CP04-112': 3, 'CP04-115': 3}
2026-02-07	ドラゴン	7	9	7W4CC	1446372	{'BP01-076': 2, 'BP10-068': 3, 'BP13-054': 3, 'BP13-059': 2, 'BP13-061': 2, 'BP16-056': 1, 'BP17-055': 3, 'BP17-062': 3, 'BP18-060': 3, 'BP18-066': 2, 'BP18-070': 3, 'BP18-071': 2, 'SD04-002': 3, 'PR-492': 3, 'DSD01b-001': 2, 'DSD01b-003': 3}
2026-02-07	ナイトメア	8	9	3673E	1446372	{'BP01-110': 1, 'BP03-076': 2, 'BP07-076': 3, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 3, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 3, 'BP17-073': 3, 'BP17-081': 3}
2026-02-07	ロイヤル	1	24	2DLEC	1457931	{'BP05-025': 3, 'BP07-022': 3, 'BP15-021': 3, 'BP15-031': 2, 'BP16-022': 2, 'BP17-019': 3, 'BP18-020': 3, 'BP18-022': 3, 'BP18-024': 3, 'BP18-027': 3, 'BP18-028': 3, 'BP18-031': 3, 'BP18-032': 3, 'BP18-120': 3}
2026-02-07	ドラゴン	2	24	3YGSW	1457931	{'BP01-098': 3, 'BP02-062': 1, 'BP07-055': 3, 'BP10-054': 2, 'BP11-058': 3, 'BP11-059': 3, 'BP11-062': 2, 'BP11-066': 3, 'BP15-060': 3, 'BP15-074': 3, 'BP15-113': 3, 'BP16-057': 3, 'BP16-067': 3, 'BP18-061': 3, 'SD08-011': 3}
2026-02-07	ドラゴン	3	24	4N1YL	1457931	{'BP10-068': 3, 'BP13-054': 3, 'BP13-059': 3, 'BP13-060': 2, 'BP13-061': 3, 'BP17-055': 3, 'BP17-062': 3, 'BP18-060': 3, 'BP18-066': 2, 'BP18-070': 3, 'SD04-002': 3, 'PR-492': 3, 'DSD01b-001': 2, 'DSD01b-003': 3, 'DSD01b-013': 1}
